DATAFLOW,LAST UPDATE,freq,indic_cr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Türkiye,2021,297863,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Türkiye,2022,341294,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2008,81674,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2009,81836,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2010,84004,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2011,84428,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2012,84886,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2013,81884,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2014,83678,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2015,84444,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2016,83604,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2017,84441,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,England and Wales,2018,81904,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2008,7827,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2009,7964,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2010,7853,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2011,8178,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2012,8057,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2013,7894,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2014,7731,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2015,7744,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2016,7579,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Scotland (NUTS 2021),2017,7436,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2008,1543,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2009,1525,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2010,1465,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2011,1673,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2012,1682,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2013,1796,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2014,1709,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2015,1447,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2016,1407,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2017,1411,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Northern Ireland (UK) (NUTS 2021),2018,1407,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2011,1441,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2012,1737,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2013,1776,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2014,1854,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2015,1478,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2016,1648,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2017,1709,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2018,1567,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2019,1806,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Number,Kosovo*,2020,1396,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2008,155.08,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2009,146.54,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2011,164.53,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2014,196.44,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2015,206.79,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2016,208.97,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2017,197.25,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2018,185.21,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2019,176.25,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2020,162.12,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2021,175.14,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Albania,2022,181.13,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2008,99.28,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2009,104.48,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2010,102.26,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2011,104.71,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2012,104.72,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2013,104.85,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2014,102.18,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2015,101.03,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2016,99.18,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2017,100.90,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2018,103.86,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2019,102.41,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2020,95.36,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2021,94.44,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Austria,2022,100.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bosnia and Herzegovina,2010,71.36,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bosnia and Herzegovina,2011,71.74,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2008,91.98,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2009,94.17,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2010,97.10,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2011,100.36,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2012,100.79,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2013,105.88,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2015,97.84,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2017,92.24,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2018,90.02,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2019,94.23,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2020,89.89,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2021,93.20,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Belgium,2022,95.11,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2008,125.14,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2009,120.61,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2010,126.37,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2011,134.14,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2012,129.56,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2013,121.27,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2014,108.62,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2015,102.86,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2016,102.67,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2017,98.40,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2018,94.34,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2019,92.11,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2020,89.92,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2021,84.91,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Bulgaria,2022,81.55,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2008,69.84,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2009,72.77,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2010,74.04,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2011,71.49,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2012,76.71,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2013,82.75,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2014,80.09,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2015,78.88,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2016,78.14,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2017,77.96,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2018,77.82,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2019,76.87,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2020,71.84,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2021,70.51,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Switzerland,2022,71.54,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2008,83.98,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2009,72.53,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2010,77.64,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2011,74.07,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2012,78.65,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2013,63.87,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2014,62.00,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2015,64.58,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2016,69.08,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2017,69.26,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2018,71.62,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2019,86.65,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2020,67.68,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2021,88.73,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Cyprus,2022,105.89,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2008,198.21,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2009,209.61,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2010,209.33,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2011,220.95,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2012,215.55,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2013,158.28,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2014,177.49,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2015,198.00,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2016,213.01,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2017,209.47,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2018,203.36,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2019,197.64,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2020,180.35,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2021,175.19,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Czechia,2022,181.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2008,89.75,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2009,88.16,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2010,86.58,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2011,86.69,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2012,85.32,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2013,82.24,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2014,78.28,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2015,77.61,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2016,78.24,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2017,79.79,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2018,79.43,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2019,76.06,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2020,71.65,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2021,69.18,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Germany,2022,69.04,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2008,63.02,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2009,67.51,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2010,71.26,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2011,70.98,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2012,68.61,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2013,73.02,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2014,63.67,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2015,56.59,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2016,59.71,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2017,59.46,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2018,62.88,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2019,67.52,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2020,71.55,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2021,72.29,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Denmark,2022,71.64,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Estonia,2008,273.15,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Estonia,2009,266.14,
ESTAT:CRIM_PRIS_CAP(1.0),23/04/24 23:00:00,Annual,Actual number of persons held in prison,Per hundred thousand inhabitants,Estonia,2010,254.48,
